,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
58,58,annual_inc:50K-60K,0.14254640938536778,0.0004994897342606328,annual_inc,10.997825693182946,11.0,0.0021743068170536617,11.0
59,59,annual_inc:60K-70K,0.21809707961460625,1.908611619027784e-07,annual_inc,16.826756114980025,17.0,0.1732438850199749,17.0
60,60,annual_inc:70K-80K,0.2915446552141007,8.747080205308992e-12,annual_inc,22.493427324118407,22.0,-0.4934273241184073,22.0
61,61,annual_inc:80K-90K,0.36739684666439765,1.457465401686244e-16,annual_inc,28.34562089120476,28.0,-0.34562089120476003,28.0
62,62,annual_inc:90K-100K,0.38719486092604194,4.2084529338476124e-17,annual_inc,29.873089109166514,30.0,0.12691089083348572,30.0
63,63,annual_inc:100K-120K,0.4650985848103857,2.3225817007773492e-24,annual_inc,35.88356373160069,36.0,0.11643626839931187,36.0
64,64,annual_inc:120K-140K,0.5523816786544846,1.8569816224716238e-26,annual_inc,42.61768110571158,43.0,0.38231889428841725,43.0
65,65,annual_inc:>140K,0.49154066814118946,4.98972559934802e-25,annual_inc,37.9236391336448,38.0,0.076360866355202,38.0
66,66,dti:<=1.4,0.2524526678316477,0.0024582692330174416,dti,19.47737897126206,19.0,-0.4773789712620591,19.0
67,67,dti:1.4-3.5,0.371536484854904,1.1007345834896748e-07,dti,28.665004728709583,29.0,0.33499527129041695,29.0
68,68,dti:3.5-7.7,0.38444309897287743,1.7609317887441415e-10,dti,29.660783527843734,30.0,0.3392164721562665,30.0
69,69,dti:7.7-10.5,0.3197087432344453,9.33147686736521e-08,dti,24.66635986020098,25.0,0.3336401397990194,25.0
70,70,dti:10.5-16.1,0.24113547679401223,3.082710028291506e-05,dti,18.604228290686983,19.0,0.3957717093130171,19.0
71,71,dti:16.1-20.3,0.13983027740828405,0.015822867253725476,dti,10.788269057049863,11.0,0.21173094295013684,11.0
72,72,dti:20.3-21.7,0.12744561775817445,0.03563617594220314,dti,9.83276040068603,10.0,0.16723959931396948,10.0
73,73,dti:21.7-22.4,0.09202255408217767,0.15515527844648333,dti,7.099779040391433,7.0,-0.09977904039143315,7.0
74,74,dti:22.4-35,0.05025735164438736,0.3802083300719389,dti,3.877485203374823,4.0,0.12251479662517717,4.0
75,75,mths_since_last_delinq:Missing,0.11041089376005142,0.03459860009604243,mths_since_last_delinq,8.518487203131407,9.0,0.48151279686859283,9.0
76,76,mths_since_last_delinq:4-30,0.1369467095099586,0.009477396200582456,mths_since_last_delinq,10.565794304743006,11.0,0.4342056952569937,11.0
77,77,mths_since_last_delinq:31-56,0.18308382970624057,0.0006158842706236339,mths_since_last_delinq,14.125392951190742,14.0,-0.1253929511907419,14.0
78,78,mths_since_last_delinq:>=57,0.13609303750468166,0.012905585159525845,mths_since_last_delinq,10.499931292453414,10.0,-0.4999312924534145,10.0
79,79,mths_since_last_record:Missing,0.3208615533672252,7.955279904340223e-05,mths_since_last_record,24.75530215592288,25.0,0.2446978440771197,25.0
80,80,mths_since_last_record:3-20,0.4406230705401416,0.000334737882233576,mths_since_last_record,33.9952142399804,34.0,0.004785760019601071,34.0
81,81,mths_since_last_record:21-31,0.350698633153607,0.0018330748137552256,mths_since_last_record,27.057310351703524,27.0,-0.057310351703524276,27.0
82,82,mths_since_last_record:32-80,0.5029336792273338,3.97047112496297e-09,mths_since_last_record,38.80263952787555,39.0,0.1973604721244513,39.0
83,83,mths_since_last_record:81-86,0.1758367287306224,0.08605093851820783,mths_since_last_record,13.566260289383223,14.0,0.4337397106167771,14.0
84,84,mths_since_last_record:>86,0.23268503603532054,0.00571494141936794,mths_since_last_record,17.952254839406212,18.0,0.04774516059378797,18.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
